Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category,lat,lng
Peru,Cutervo,31,Good,1,Good,8,Good,0,Good,31,Good,-6.3778,-78.8167
Spain,Colmenar Viejo,57,Moderate,1,Good,25,Good,3,Good,57,Moderate,40.6589,-3.7658
Japan,Takaoka,60,Moderate,1,Good,54,Moderate,2,Good,60,Moderate,36.7541,137.0257
United States of America,Hewitt,34,Good,1,Good,26,Good,2,Good,34,Good,31.452,-97.196
United States of America,Ithaca,43,Good,1,Good,36,Good,0,Good,43,Good,42.4442,-76.5032
Canada,Joliette,38,Good,1,Good,23,Good,1,Good,38,Good,46.0167,-73.45
Russian Federation,Kansk,35,Good,1,Good,35,Good,0,Good,20,Good,56.2,95.7167
United Republic of Tanzania,Kasulu,25,Good,2,Good,14,Good,0,Good,25,Good,-4.58,30.1
India,Dumra,107,Unhealthy for Sensitive Groups,3,Good,83,Moderate,1,Good,107,Unhealthy for Sensitive Groups,26.5671,85.5204
India,Dumra,107,Unhealthy for Sensitive Groups,3,Good,83,Moderate,1,Good,107,Unhealthy for Sensitive Groups,25.5907,87.0614
Germany,Eisenberg,46,Good,1,Good,26,Good,3,Good,46,Good,50.9667,11.9
Germany,Eisenberg,46,Good,1,Good,26,Good,3,Good,46,Good,49.5614,8.0725
Slovakia,Bratislava,61,Moderate,1,Good,33,Good,2,Good,61,Moderate,48.1439,17.1097
Canada,Calgary,47,Good,1,Good,13,Good,8,Good,47,Good,51.05,-114.0667
Pakistan,Dadu,166,Unhealthy,1,Good,40,Good,0,Good,166,Unhealthy,26.7319,67.775
China,Dalian,97,Moderate,4,Good,97,Moderate,5,Good,79,Moderate,38.9,121.6
Philippines,Dapitan,37,Good,1,Good,17,Good,0,Good,37,Good,8.6549,123.4243
,Forio,51,Moderate,1,Good,51,Moderate,1,Good,20,Good,40.7333,13.85
,Tiverton,32,Good,1,Good,24,Good,7,Good,32,Good,50.903,-3.488
,Tiverton,32,Good,1,Good,24,Good,7,Good,32,Good,41.609,-71.1741
Poland,Tychy,104,Unhealthy for Sensitive Groups,2,Good,28,Good,8,Good,104,Unhealthy for Sensitive Groups,50.1236,18.9867
Thailand,Ubon Ratchathani,46,Good,1,Good,26,Good,0,Good,46,Good,15.2281,104.8594
India,Umarkot,159,Unhealthy,1,Good,31,Good,1,Good,159,Unhealthy,25.3614,69.7361
India,Umarkot,159,Unhealthy,1,Good,31,Good,1,Good,159,Unhealthy,19.6653,82.2063
Brazil,Valente,30,Good,0,Good,11,Good,1,Good,30,Good,-11.4119,-39.4619
Germany,Betzdorf,29,Good,1,Good,29,Good,3,Good,29,Good,50.7856,7.8728
Italy,Porto Empedocle,65,Moderate,1,Good,40,Good,2,Good,65,Moderate,37.2944,13.5272
France,Auray,33,Good,0,Good,33,Good,0,Good,26,Good,47.6678,-2.9825
United States of America,Springboro,84,Moderate,1,Good,41,Good,5,Good,84,Moderate,39.5615,-84.2348
United States of America,Suamico,58,Moderate,2,Good,25,Good,7,Good,58,Moderate,44.6354,-88.0683
United States of America,Colonial Heights,46,Good,1,Good,46,Good,1,Good,46,Good,37.265,-77.3969
,Sorrento,61,Moderate,1,Good,45,Good,3,Good,61,Moderate,40.6278,14.3736
United States of America,Pittsburgh,53,Moderate,2,Good,36,Good,10,Good,53,Moderate,40.4397,-79.9763
Russian Federation,Vyborg,30,Good,1,Good,30,Good,1,Good,14,Good,60.7106,28.7497
Germany,Worms,54,Moderate,1,Good,30,Good,3,Good,54,Moderate,49.6319,8.3653
Germany,Xanten,39,Good,0,Good,32,Good,2,Good,39,Good,51.6622,6.4539
Ukraine,Illintsi,70,Moderate,1,Good,42,Good,0,Good,70,Moderate,49.1,29.2
Russian Federation,Bobrov,41,Good,1,Good,41,Good,0,Good,27,Good,51.1,40.0333
Italy,Bresso,90,Moderate,1,Good,66,Moderate,0,Good,90,Moderate,45.5333,9.1833
Germany,Sankt Ingbert,41,Good,1,Good,39,Good,2,Good,41,Good,49.3,7.1167
Philippines,Iligan,56,Moderate,1,Good,22,Good,0,Good,56,Moderate,8.23,124.25
Russian Federation,Mariinsk,31,Good,1,Good,31,Good,0,Good,29,Good,56.2,87.7833
Ukraine,Mena,52,Moderate,1,Good,36,Good,0,Good,52,Moderate,51.5167,32.2167
Japan,Miyoshi,44,Good,1,Good,44,Good,0,Good,35,Good,35.0894,137.0748
Japan,Miyoshi,44,Good,1,Good,44,Good,0,Good,35,Good,34.8,132.85
Japan,Miyoshi,44,Good,1,Good,44,Good,0,Good,35,Good,34.026,133.8072
Brazil,Monte Azul Paulista,38,Good,1,Good,11,Good,1,Good,38,Good,-20.9072,-48.6414
Germany,Dorfen,64,Moderate,1,Good,38,Good,2,Good,64,Moderate,48.2667,12.15
France,Maromme,31,Good,0,Good,31,Good,1,Good,27,Good,49.4819,1.0419
India,Narasingapuram,81,Moderate,0,Good,30,Good,0,Good,81,Moderate,11.6038,78.5778
India,Narasingapuram,81,Moderate,0,Good,30,Good,0,Good,81,Moderate,12.9728,79.284
United Republic of Tanzania,Njombe,24,Good,0,Good,14,Good,0,Good,24,Good,-9.3333,34.7667
Sweden,Ludvika,31,Good,1,Good,31,Good,0,Good,12,Good,60.1333,15.1833
Japan,Suzaka,40,Good,1,Good,40,Good,0,Good,20,Good,36.6511,138.3073
Hungary,Tata,66,Moderate,1,Good,34,Good,3,Good,66,Moderate,47.6526,18.3238
Hungary,Tata,66,Moderate,1,Good,34,Good,3,Good,66,Moderate,29.7428,-7.9725
Uganda,Busia,86,Moderate,5,Good,37,Good,2,Good,86,Moderate,0.4669,34.09
Uganda,Busia,86,Moderate,5,Good,37,Good,2,Good,86,Moderate,0.4633,34.1053
Czechia,Cheb,31,Good,0,Good,31,Good,1,Good,24,Good,50.0794,12.3706
Bolivia (Plurinational State of),Caranavi,17,Good,1,Good,3,Good,0,Good,17,Good,-15.8333,-67.5667
India,Nalgonda,142,Unhealthy for Sensitive Groups,1,Good,38,Good,0,Good,142,Unhealthy for Sensitive Groups,17.05,79.27
United Kingdom of Great Britain and Northern Ireland,Bebington,46,Good,1,Good,27,Good,4,Good,46,Good,53.35,-3.003
Peru,Chincha Alta,30,Good,1,Good,14,Good,1,Good,30,Good,-13.45,-76.1333
Brazil,Condado,38,Good,0,Good,17,Good,2,Good,38,Good,-7.5858,-35.1058
Guatemala,Cuyotenango,105,Unhealthy for Sensitive Groups,4,Good,6,Good,14,Good,105,Unhealthy for Sensitive Groups,14.5421,-91.5723
Poland,Brzeg,81,Moderate,1,Good,42,Good,1,Good,81,Moderate,50.8667,17.4833
United States of America,Mason City,39,Good,1,Good,39,Good,2,Good,38,Good,43.1487,-93.1997
United States of America,Medway,73,Moderate,2,Good,15,Good,19,Good,73,Moderate,42.1535,-71.4291
United States of America,Lynbrook,116,Unhealthy for Sensitive Groups,4,Good,14,Good,34,Good,116,Unhealthy for Sensitive Groups,40.6579,-73.6742
Central African Republic,Alindao,60,Moderate,1,Good,14,Good,0,Good,60,Moderate,5.0333,21.2167
Italy,Amantea,53,Moderate,1,Good,48,Good,0,Good,53,Moderate,39.1333,16.0667
Madagascar,Amboasary,25,Good,0,Good,24,Good,0,Good,25,Good,-25.05,46.3833
Russian Federation,Yasnogorsk,39,Good,1,Good,39,Good,0,Good,22,Good,54.5,37.6667
Brazil,Diamantino,75,Moderate,3,Good,9,Good,1,Good,75,Moderate,-14.4089,-56.4458
India,Tirumala,97,Moderate,2,Good,33,Good,3,Good,97,Moderate,13.6833,79.35
Mexico,Tlaquepaque,54,Moderate,1,Good,30,Good,0,Good,54,Moderate,20.6167,-103.3167
Brazil,Viradouro,55,Moderate,1,Good,23,Good,0,Good,55,Moderate,-20.8728,-48.2969
Germany,Wadgassen,66,Moderate,1,Good,54,Moderate,0,Good,66,Moderate,49.2667,6.7833
Kenya,Wajir,20,Good,0,Good,19,Good,0,Good,20,Good,1.75,40.05
India,Jevargi,97,Moderate,1,Good,38,Good,0,Good,97,Moderate,17.0139,76.7732
Sweden,Uppsala,29,Good,1,Good,29,Good,0,Good,9,Good,59.8581,17.6447
Sweden,Uppsala,29,Good,1,Good,29,Good,0,Good,9,Good,59.8601,17.64
France,Vesoul,53,Moderate,1,Good,29,Good,2,Good,53,Moderate,47.6222,6.1553
Russian Federation,Vuktyl,45,Good,1,Good,31,Good,0,Good,45,Good,63.7,57.3167
United States of America,West Mifflin,89,Moderate,3,Good,11,Good,28,Good,89,Moderate,40.3581,-79.9073
Brazil,Guaiuba,34,Good,0,Good,21,Good,1,Good,34,Good,-4.04,-38.6369
United States of America,Hutchinson,47,Good,1,Good,38,Good,2,Good,47,Good,38.0671,-97.9081
United States of America,Hutchinson,47,Good,1,Good,38,Good,2,Good,47,Good,44.8855,-94.3768
United States of America,Kalamazoo,68,Moderate,2,Good,11,Good,12,Good,68,Moderate,42.2749,-85.5882
United Kingdom of Great Britain and Northern Ireland,Failsworth,30,Good,1,Good,22,Good,5,Good,30,Good,53.5102,-2.1575
Venezuela (Bolivarian Republic of),Tinaquillo,151,Unhealthy,3,Good,1,Good,10,Good,151,Unhealthy,9.9167,-68.3
United States of America,Citrus Heights,67,Moderate,2,Good,9,Good,22,Good,67,Moderate,38.6948,-121.288
Zimbabwe,Bulawayo,65,Moderate,1,Good,17,Good,1,Good,65,Moderate,-20.17,28.58
Russian Federation,Suoyarvi,32,Good,1,Good,32,Good,0,Good,14,Good,62.0833,32.35
Italy,Surbo,70,Moderate,1,Good,61,Moderate,1,Good,70,Moderate,40.4,18.1333
Poland,Szprotawa,32,Good,1,Good,27,Good,1,Good,32,Good,51.5667,15.5333
Mexico,Tala,62,Moderate,1,Good,4,Good,7,Good,62,Moderate,20.6525,-103.7028
France,Tinqueux,30,Good,1,Good,25,Good,2,Good,30,Good,49.25,3.9908
France,Tourlaville,33,Good,1,Good,8,Good,16,Good,33,Good,49.6408,-1.5789
Poland,Pszczyna,71,Moderate,2,Good,31,Good,7,Good,71,Moderate,49.9833,18.95
Russian Federation,Pushchino,36,Good,1,Good,32,Good,2,Good,36,Good,54.8333,37.6167
Azerbaijan,Quba,40,Good,1,Good,34,Good,0,Good,40,Good,41.3597,48.5125
China,Wuzhou,51,Moderate,2,Good,23,Good,3,Good,51,Moderate,23.4833,111.3167
Nicaragua,Masatepe,43,Good,1,Good,18,Good,1,Good,43,Good,11.9147,-86.1442
United States of America,Mechanicsville,37,Good,1,Good,30,Good,6,Good,37,Good,37.6263,-77.3561
Russian Federation,Kimovsk,44,Good,0,Good,31,Good,0,Good,44,Good,53.9667,38.5333
France,Kingersheim,34,Good,1,Good,30,Good,1,Good,34,Good,47.7914,7.3381
France,Lormont,42,Good,0,Good,42,Good,0,Good,24,Good,44.8792,-0.5217
Italy,Merate,33,Good,1,Good,33,Good,3,Good,27,Good,45.7,9.4333
Thailand,Kuchinarai,51,Moderate,0,Good,26,Good,0,Good,51,Moderate,16.5318,104.044
Russian Federation,Norilsk,32,Good,1,Good,32,Good,1,Good,22,Good,69.3333,88.2167
United States of America,Myrtle Beach,43,Good,2,Good,43,Good,2,Good,32,Good,33.7094,-78.8844
Indonesia,Mojokerto,150,Unhealthy,3,Good,91,Moderate,1,Good,150,Unhealthy,-7.4722,112.4336
Spain,Totana,32,Good,1,Good,32,Good,1,Good,30,Good,37.7711,-1.5003
Hungary,Szarvas,40,Good,1,Good,32,Good,1,Good,40,Good,46.8667,20.55
India,Bagaha,151,Unhealthy,4,Good,31,Good,8,Good,151,Unhealthy,27.0992,84.09
United States of America,Jackson,51,Moderate,1,Good,41,Good,3,Good,51,Moderate,32.3157,-90.2125
United States of America,Jackson,51,Moderate,1,Good,41,Good,3,Good,51,Moderate,42.2431,-84.4038
United States of America,Jackson,51,Moderate,1,Good,41,Good,3,Good,51,Moderate,35.6538,-88.8354
United States of America,Jackson,51,Moderate,1,Good,41,Good,3,Good,51,Moderate,40.098,-74.3578
United States of America,Jackson,51,Moderate,1,Good,41,Good,3,Good,51,Moderate,37.3792,-89.6522
United States of America,Jackson,51,Moderate,1,Good,41,Good,3,Good,51,Moderate,43.472,-110.7746
United States of America,Jackson,51,Moderate,1,Good,41,Good,3,Good,51,Moderate,40.3774,-76.3142
United States of America,Jackson,51,Moderate,1,Good,41,Good,3,Good,51,Moderate,39.9057,-76.8796
Belgium,Kapellen,32,Good,1,Good,29,Good,4,Good,32,Good,51.3167,4.4333
India,Hosdurga,41,Good,0,Good,21,Good,0,Good,41,Good,13.7963,76.2841
Germany,Neuwied,61,Moderate,1,Good,35,Good,3,Good,61,Moderate,50.4286,7.4614
United States of America,Cottonwood,43,Good,1,Good,12,Good,5,Good,43,Good,34.7195,-112.0016
Brazil,Curitiba,56,Moderate,1,Good,13,Good,5,Good,56,Moderate,-25.4297,-49.2711
Colombia,Barrancas,78,Moderate,1,Good,27,Good,0,Good,78,Moderate,11.0,-72.75
United States of America,Beaverton,114,Unhealthy for Sensitive Groups,2,Good,18,Good,10,Good,114,Unhealthy for Sensitive Groups,45.4779,-122.8168
Italy,Boscotrecase,72,Moderate,1,Good,72,Moderate,1,Good,57,Moderate,40.7833,14.4667
United States of America,Boston,44,Good,1,Good,40,Good,1,Good,44,Good,42.3188,-71.0852
United States of America,Boston,44,Good,1,Good,40,Good,1,Good,44,Good,52.974,-0.0214
United States of America,Boston,44,Good,1,Good,40,Good,1,Good,44,Good,7.8697,126.3761
Chile,Calama,184,Unhealthy,0,Good,16,Good,0,Good,184,Unhealthy,-22.4667,-68.9333
Guatemala,Cantel,57,Moderate,1,Good,27,Good,1,Good,57,Moderate,14.8112,-91.4555
France,Cestas,42,Good,1,Good,42,Good,0,Good,19,Good,44.7444,-0.6822
India,Chanderi,162,Unhealthy,3,Good,62,Moderate,3,Good,162,Unhealthy,24.72,78.13
United States of America,Urbandale,36,Good,1,Good,34,Good,4,Good,36,Good,41.639,-93.7812
India,Kottayam,79,Moderate,1,Good,23,Good,1,Good,79,Moderate,9.5947,76.4856
Philippines,Koronadal,31,Good,1,Good,17,Good,0,Good,31,Good,6.5,124.85
Philippines,Koronadal,31,Good,1,Good,17,Good,0,Good,31,Good,6.2541,124.9922
Italy,Capaci,65,Moderate,1,Good,45,Good,0,Good,65,Moderate,38.1667,13.2333
Russian Federation,Bikin,31,Good,1,Good,31,Good,0,Good,27,Good,46.8167,134.2667
United States of America,Chicago Heights,77,Moderate,2,Good,10,Good,27,Good,77,Moderate,41.51,-87.6345
Georgia,Gori,39,Good,1,Good,39,Good,0,Good,19,Good,41.9817,44.1124
Venezuela (Bolivarian Republic of),Guacara,159,Unhealthy,3,Good,4,Good,16,Good,159,Unhealthy,10.2333,-67.8833
Venezuela (Bolivarian Republic of),Guanare,76,Moderate,1,Good,10,Good,2,Good,76,Moderate,9.0436,-69.7489
Netherlands,Heiloo,40,Good,1,Good,38,Good,3,Good,40,Good,52.6,4.7167
Russian Federation,Kropotkin,48,Good,1,Good,48,Good,0,Good,22,Good,45.4333,40.5667
United States of America,Lakeland Highlands,65,Moderate,1,Good,65,Moderate,3,Good,16,Good,27.9572,-81.9496
Ireland,Leixlip,41,Good,1,Good,41,Good,0,Good,37,Good,53.3643,-6.4881
United States of America,American Fork,45,Good,1,Good,45,Good,1,Good,41,Good,40.3783,-111.7953
China,Anshan,78,Moderate,3,Good,54,Moderate,5,Good,78,Moderate,41.1066,122.9895
China,Anshan,78,Moderate,3,Good,54,Moderate,5,Good,78,Moderate,39.7144,118.9964
United States of America,Macomb,58,Moderate,1,Good,45,Good,1,Good,58,Moderate,40.4709,-90.6807
Slovakia,Malacky,68,Moderate,1,Good,57,Moderate,0,Good,68,Moderate,48.4358,17.0178
United States of America,Maplewood,51,Moderate,1,Good,46,Good,2,Good,51,Moderate,40.733,-74.2712
United States of America,Maplewood,51,Moderate,1,Good,46,Good,2,Good,51,Moderate,44.9842,-93.0247
Chile,Lautaro,66,Moderate,2,Good,1,Good,11,Good,66,Moderate,-38.5167,-72.45
Germany,Lichtenfels,32,Good,1,Good,26,Good,2,Good,32,Good,50.1333,11.0333
United States of America,Lutz,46,Good,1,Good,27,Good,12,Good,46,Good,28.1396,-82.4467
Japan,Kamaishi,37,Good,1,Good,37,Good,0,Good,18,Good,39.2758,141.8857
Israel,Haifa,90,Moderate,2,Good,36,Good,11,Good,90,Moderate,32.8192,34.9992
United States of America,Uniondale,75,Moderate,2,Good,15,Good,24,Good,75,Moderate,40.7176,-73.5947
Brazil,Lambari,55,Moderate,1,Good,6,Good,4,Good,55,Moderate,-21.9758,-45.35
Russian Federation,Kolomna,33,Good,0,Good,33,Good,0,Good,25,Good,55.0833,38.7833
Italy,Montalto Uffugo,46,Good,1,Good,46,Good,0,Good,16,Good,39.4,16.15
Zimbabwe,Beitbridge,52,Moderate,2,Good,19,Good,1,Good,52,Moderate,-22.2167,30.0
Turkey,Biga,44,Good,1,Good,36,Good,0,Good,44,Good,40.2281,27.2422
Russian Federation,Kaliningrad,38,Good,1,Good,31,Good,2,Good,38,Good,54.7003,20.4531
Germany,Geisenheim,53,Moderate,1,Good,27,Good,3,Good,53,Moderate,49.9844,7.9672
Russian Federation,Ekazhevo,37,Good,1,Good,37,Good,1,Good,37,Good,43.2081,44.8186
United States of America,Berea,68,Moderate,2,Good,22,Good,10,Good,68,Moderate,41.3696,-81.8641
United States of America,Berea,68,Moderate,2,Good,22,Good,10,Good,68,Moderate,34.8802,-82.465
United States of America,Berea,68,Moderate,2,Good,22,Good,10,Good,68,Moderate,37.5904,-84.2898
United States of America,Abilene,52,Moderate,1,Good,25,Good,1,Good,52,Moderate,32.4543,-99.7384
United States of America,Neosho,61,Moderate,1,Good,32,Good,2,Good,61,Moderate,36.8437,-94.3758
United States of America,Cuyahoga Falls,41,Good,2,Good,33,Good,5,Good,41,Good,41.1641,-81.5207
Germany,Prenzlau,36,Good,0,Good,36,Good,1,Good,29,Good,53.3167,13.8667
Japan,Komoro,32,Good,1,Good,32,Good,1,Good,10,Good,36.3275,138.4258
Germany,Darmstadt,66,Moderate,1,Good,36,Good,3,Good,66,Moderate,49.8722,8.6528
Germany,Balingen,58,Moderate,1,Good,39,Good,1,Good,58,Moderate,48.2731,8.8506
Spain,Ingenio,37,Good,1,Good,37,Good,0,Good,17,Good,27.9214,-15.4324
Italy,Todi,73,Moderate,1,Good,73,Moderate,0,Good,39,Good,42.7789,12.4142
Finland,Turku,36,Good,1,Good,36,Good,0,Good,5,Good,60.45,22.2667
United States of America,Vienna,45,Good,1,Good,45,Good,3,Good,38,Good,48.2083,16.3725
United States of America,Vienna,45,Good,1,Good,45,Good,3,Good,38,Good,38.8996,-77.2597
United States of America,Vienna,45,Good,1,Good,45,Good,3,Good,38,Good,39.324,-81.5383
United States of America,Worthington,44,Good,1,Good,39,Good,1,Good,44,Good,40.095,-83.0209
United States of America,Worthington,44,Good,1,Good,39,Good,1,Good,44,Good,43.6281,-95.599
Chile,Talca,70,Moderate,3,Good,2,Good,8,Good,70,Moderate,-35.4269,-71.6656
United States of America,Wauconda,58,Moderate,1,Good,28,Good,4,Good,58,Moderate,42.2749,-88.1359
Honduras,Talanga,81,Moderate,2,Good,0,Good,4,Good,81,Moderate,14.4047,-87.0817
France,Talant,42,Good,1,Good,25,Good,2,Good,42,Good,47.3364,5.0056
Senegal,Tambacounda,115,Unhealthy for Sensitive Groups,1,Good,17,Good,0,Good,115,Unhealthy for Sensitive Groups,13.7689,-13.6672
United States of America,Vega Baja,79,Moderate,0,Good,22,Good,0,Good,79,Moderate,18.4406,-66.3997
Germany,Sindelfingen,61,Moderate,1,Good,37,Good,2,Good,61,Moderate,48.7133,9.0028
Uzbekistan,Termiz,172,Unhealthy,1,Good,49,Good,0,Good,172,Unhealthy,37.2167,67.2833
Russian Federation,Tikhoretsk,35,Good,1,Good,35,Good,0,Good,6,Good,45.8667,40.1333
Italy,Vimodrone,102,Unhealthy for Sensitive Groups,1,Good,34,Good,6,Good,102,Unhealthy for Sensitive Groups,45.5139,9.2844
India,Wai,86,Moderate,0,Good,23,Good,0,Good,86,Moderate,17.95,73.89
Germany,Wallenhorst,36,Good,0,Good,34,Good,1,Good,36,Good,52.35,8.0167
Brazil,Urbano Santos,71,Moderate,1,Good,11,Good,1,Good,71,Moderate,-3.2078,-43.4039
United States of America,Tahlequah,75,Moderate,1,Good,26,Good,3,Good,75,Moderate,35.9112,-94.977
United States of America,Aguadilla,134,Unhealthy for Sensitive Groups,1,Good,24,Good,0,Good,134,Unhealthy for Sensitive Groups,18.4382,-67.1537
Australia,Caloundra,28,Good,0,Good,28,Good,2,Good,17,Good,-26.7986,153.1289
,Bima,25,Good,1,Good,25,Good,0,Good,24,Good,-8.46,118.7267
Kenya,Molo,60,Moderate,2,Good,26,Good,0,Good,60,Moderate,-0.25,35.7333
United States of America,Meridian,52,Moderate,2,Good,30,Good,3,Good,52,Moderate,43.6116,-116.3977
United States of America,Meridian,52,Moderate,2,Good,30,Good,3,Good,52,Moderate,32.3846,-88.6896
Brazil,Rio Real,24,Good,0,Good,9,Good,1,Good,24,Good,-11.4833,-37.9344
Poland,Drawsko Pomorskie,33,Good,1,Good,28,Good,1,Good,33,Good,53.5333,15.8
China,Lichuan,76,Moderate,2,Good,72,Moderate,0,Good,76,Moderate,30.2965,108.9378
Japan,Rifu,45,Good,1,Good,45,Good,0,Good,24,Good,38.3303,140.9759
China,Yingcheng,174,Unhealthy,4,Good,174,Unhealthy,5,Good,128,Unhealthy for Sensitive Groups,24.1878,113.4042
Germany,Trebur,37,Good,1,Good,37,Good,1,Good,30,Good,49.9242,8.4092
France,Vence,69,Moderate,1,Good,35,Good,3,Good,69,Moderate,43.7225,7.1119
United States of America,West Monroe,51,Moderate,1,Good,21,Good,3,Good,51,Moderate,32.512,-92.1513
India,Gubbi,53,Moderate,0,Good,22,Good,0,Good,53,Moderate,13.3122,76.941
Dominican Republic,Fantino,90,Moderate,2,Good,5,Good,15,Good,90,Moderate,19.12,-70.3
Brazil,Guaramirim,72,Moderate,2,Good,6,Good,6,Good,72,Moderate,-26.4728,-49.0028
Italy,Portogruaro,84,Moderate,2,Good,36,Good,4,Good,84,Moderate,45.7833,12.8333
Japan,Nagaoka,39,Good,1,Good,39,Good,1,Good,27,Good,37.4462,138.8512
Japan,Nagaoka,39,Good,1,Good,39,Good,1,Good,27,Good,34.9333,135.7
Russian Federation,Nizhniy Odes,37,Good,1,Good,37,Good,0,Good,10,Good,63.65,54.85
Russian Federation,Labytnangi,26,Good,1,Good,26,Good,0,Good,3,Good,66.6572,66.4183
Colombia,Manzanares,61,Moderate,2,Good,6,Good,4,Good,61,Moderate,5.2519,-75.1569
Colombia,Manzanares,61,Moderate,2,Good,6,Good,4,Good,61,Moderate,38.9964,-3.3731
India,Siruguppa,63,Moderate,0,Good,26,Good,0,Good,63,Moderate,15.6,77.0
Serbia,Sombor,67,Moderate,1,Good,39,Good,1,Good,67,Moderate,45.7833,19.1167
United Kingdom of Great Britain and Northern Ireland,Hove,36,Good,0,Good,28,Good,3,Good,36,Good,50.8352,-0.1758
Belgium,Poperinge,38,Good,1,Good,25,Good,3,Good,38,Good,50.8547,2.7256
Hungary,Szigethalom,52,Moderate,1,Good,27,Good,2,Good,52,Moderate,47.3154,19.0078
India,Wokha,57,Moderate,1,Good,26,Good,0,Good,57,Moderate,26.1,94.27
United States of America,Weatherford,42,Good,1,Good,26,Good,2,Good,42,Good,32.7536,-97.7723
United States of America,Weatherford,42,Good,1,Good,26,Good,2,Good,42,Good,35.538,-98.6853
Ecuador,Zaruma,44,Good,1,Good,6,Good,3,Good,44,Good,-3.6833,-79.6
Croatia,Sisak,64,Moderate,2,Good,32,Good,1,Good,64,Moderate,45.4872,16.3761
Russian Federation,Birobidzhan,41,Good,1,Good,31,Good,0,Good,41,Good,48.8,132.9333
Brazil,Cajueiro,29,Good,0,Good,14,Good,2,Good,29,Good,-9.3967,-36.1536
Russian Federation,Degtyarsk,30,Good,1,Good,30,Good,1,Good,26,Good,56.7,60.1167
United States of America,Dudley,47,Good,1,Good,47,Good,2,Good,46,Good,52.508,-2.089
United States of America,Dudley,47,Good,1,Good,47,Good,2,Good,46,Good,42.055,-71.9352
India,Gajendragarh,92,Moderate,0,Good,26,Good,0,Good,92,Moderate,15.7363,75.9698
Italy,Finale Emilia,68,Moderate,1,Good,36,Good,3,Good,68,Moderate,44.8333,11.2833
Pakistan,Mianwali,159,Unhealthy,2,Good,159,Unhealthy,1,Good,153,Unhealthy,32.5853,71.5436
United States of America,Lake Magdalene,49,Good,1,Good,27,Good,13,Good,49,Good,28.0875,-82.4791
Latvia,Ludza,31,Good,1,Good,31,Good,0,Good,28,Good,56.55,27.7167
Brazil,Surubim,36,Good,0,Good,11,Good,3,Good,36,Good,-7.8319,-35.7558
United States of America,Brigham City,48,Good,1,Good,3,Good,10,Good,48,Good,41.5035,-112.0453
Cameroon,Bogo,75,Moderate,2,Good,16,Good,0,Good,75,Moderate,10.7361,14.6108
Cameroon,Bogo,75,Moderate,2,Good,16,Good,0,Good,75,Moderate,11.0167,124.0
United States of America,Elkhart,64,Moderate,2,Good,8,Good,19,Good,64,Moderate,41.6916,-85.9627
Belgium,De Pinte,36,Good,1,Good,25,Good,3,Good,36,Good,51.0,3.65
Gambia,Farafenni,111,Unhealthy for Sensitive Groups,1,Good,24,Good,1,Good,111,Unhealthy for Sensitive Groups,13.5667,-15.6
Poland,Garwolin,92,Moderate,1,Good,30,Good,3,Good,92,Moderate,51.9,21.6333
Italy,Sona,83,Moderate,1,Good,51,Moderate,0,Good,83,Moderate,45.4333,10.8333
Malaysia,Taiping,131,Unhealthy for Sensitive Groups,3,Good,24,Good,10,Good,131,Unhealthy for Sensitive Groups,4.85,100.7333
Suriname,Paramaribo,21,Good,0,Good,19,Good,0,Good,21,Good,5.8522,-55.2039
Ecuador,Portoviejo,38,Good,1,Good,19,Good,2,Good,38,Good,-1.0561,-80.4553
