,Name,Type,Score,Score Rank,Popularity Rank,Air Date,Studio,Num. of episodes,Genres,Theme(s),Demographic
1600,Casshern Sins,TV,7.52,1601,1270,"Oct 2, 2008 to Mar 16, 2009","['Madhouse', '            Tatsunoko Production']",24,"['Action', 'Adventure', 'Drama', 'Sci-Fi']",['Psychological'],None
1601,Da Yu Hai Tang (Movie),Movie,7.52,1602,3066,"Jul 8, 2016",['B&T'],1,"['Adventure', 'Drama', 'Romance', 'Supernatural']",['None'],None
1602,Doraemon Movie 27: Nobita no Shin Makai Daibouken - 7-nin no Mahoutsukai,Movie,7.52,1603,6309,"Mar 10, 2007",['Shin-Ei Animation'],1,"['Adventure', 'Comedy', 'Fantasy']",['None'],None
1603,Dragon Ball Kai: Mirai ni Heiwa wo! Goku no Tamashii yo Eien ni,Special,7.52,1604,2845,"Aug 2, 2011",['Toei Animation'],1,"['Action', 'Comedy', 'Fantasy', 'Sci-Fi']",['Super Power'],Shounen
1604,Fantastic Children,TV,7.52,1605,3429,"Oct 5, 2004 to Mar 29, 2005",['Nippon Animation'],26,"['Adventure', 'Fantasy', 'Mystery', 'Romance', 'Sci-Fi', 'Suspense']",['None'],None
1605,Fushigi no Umi no Nadia,TV,7.52,1606,2442,"Apr 13, 1990 to Apr 12, 1991",['Gainax'],39,"['Adventure', 'Comedy', 'Romance', 'Sci-Fi']",['Historical'],None
1606,Girls & Panzer,TV,7.52,1607,730,"Oct 9, 2012 to Mar 25, 2013",['Actas'],12,['Action'],"['Military', 'School']",None
1607,Hollowness,Music,7.52,1608,7911,"Aug 3, 2018",['None'],1,['None'],['Music'],None
1608,Initial D: Project D to the Next Stage - Project D e Mukete,Special,7.52,1609,5581,"Mar 22, 2003",['None'],1,"['Action', 'Drama']",['Racing'],Seinen
1609,Irozuku Sekai no Ashita kara,TV,7.52,1610,670,"Oct 6, 2018 to Dec 29, 2018",['P.A. Works'],13,"['Drama', 'Romance']","['Love Polygon', 'School', 'Time Travel', 'Visual Arts']",None
1610,Kakuriyo no Yadomeshi,TV,7.52,1611,1355,"Apr 2, 2018 to Sep 24, 2018",['Gonzo'],26,"['Drama', 'Gourmet', 'Romance', 'Supernatural']",['Mythology'],None
1611,Karakai Jouzu no Takagi-san: Water Slide,OVA,7.52,1612,2046,"Jul 12, 2018",['Shin-Ei Animation'],1,"['Comedy', 'Slice of Life']","['Iyashikei', 'Romantic Subtext']",Shounen
1612,Kiniro Mosaic: Pretty Days,Movie,7.52,1613,3963,"Nov 12, 2016","['Studio Gokumi', '            AXsiZ']",1,"['Comedy', 'Slice of Life']","['CGDCT', 'School']",Seinen
1613,Macross Zero,OVA,7.52,1614,3132,"Dec 21, 2002 to Oct 20, 2004",['Satelight'],5,"['Adventure', 'Sci-Fi']","['Mecha', 'Military']",Shounen
1614,Aa! Megami-sama!: Sorezore no Tsubasa Specials,Special,7.51,1615,3834,"Feb 23, 2007",['AIC'],2,"['Comedy', 'Romance', 'Supernatural']",['None'],Seinen
1615,Area 88,OVA,7.51,1616,4603,"Feb 5, 1985 to Jun 15, 1986",['Studio Pierrot'],3,"['Action', 'Adventure', 'Drama', 'Romance']",['Military'],None
1616,Arslan Senki (TV): Fuujin Ranbu,TV,7.51,1617,1404,"Jul 3, 2016 to Aug 21, 2016",['LIDENFILMS'],8,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Supernatural']","['Historical', 'Military']",Shounen
1617,City Hunter: Goodbye My Sweetheart,Special,7.51,1618,6612,"Apr 25, 1997",['Sunrise'],1,"['Adventure', 'Comedy']",['None'],Shounen
1618,Dance Dance Danseur,TV,7.51,1619,3113,"Apr 9, 2022 to ?",['MAPPA'],11,['Drama'],['Performing Arts'],Seinen
1619,Deaimon,TV,7.51,1620,2920,"Apr 6, 2022 to ?",['Encourage Films'],12,['Slice of Life'],['None'],Seinen
1620,Detective Conan Magic File 2: Kudou Shinichi - The Case of the Mysterious Wall and the Black Lab,OVA,7.51,1621,5095,"Apr 19, 2008",['TMS Entertainment'],1,"['Adventure', 'Comedy', 'Mystery']",['Detective'],Shounen
1621,Doupo Cangqiong Specials,ONA,7.51,1622,8405,"Sep 30, 2017 to Oct 7, 2017",['None'],2,"['Action', 'Adventure', 'Fantasy']",['Mythology'],None
1622,Elfen Lied,TV,7.51,1623,66,"Jul 25, 2004 to Oct 17, 2004",['Arms'],13,"['Action', 'Drama', 'Horror', 'Romance', 'Supernatural']","['Gore', 'Psychological']",Seinen
1623,Fate/Grand Order,Special,7.51,1624,3439,"Dec 27, 2014 to ?",['Lay-duce'],0,"['Action', 'Fantasy']",['None'],None
1624,Flying Witch,TV,7.51,1625,804,"Apr 10, 2016 to Jun 26, 2016",['J.C.Staff'],12,"['Comedy', 'Slice of Life', 'Supernatural']",['Iyashikei'],Shounen
1625,Gokushufudou Part 2,ONA,7.51,1626,1779,"Oct 7, 2021",['J.C.Staff'],5,"['Comedy', 'Romance', 'Slice of Life']","['Adult Cast', 'Organized Crime']",None
1626,Golden Kamuy 2nd Season OVA,OVA,7.51,1627,4354,"Mar 19, 2019 to Sep 18, 2020",['Geno Studio'],3,"['Action', 'Adventure']",['Historical'],Seinen
1627,Happy Party Train,Music,7.51,1628,5912,"Apr 5, 2017",['Sunrise'],1,['None'],"['Idols (Female)', 'Music']",None
1628,Hello!! Kiniro Mosaic,TV,7.51,1629,2090,"Apr 6, 2015 to Jun 22, 2015",['Studio Gokumi'],12,"['Comedy', 'Slice of Life']","['CGDCT', 'School']",Seinen
1629,KanColle Movie,Movie,7.51,1630,3094,"Nov 26, 2016",['Diomedéa'],1,"['Action', 'Drama', 'Sci-Fi']",['Military'],None
1630,Kappa no Coo to Natsuyasumi,Movie,7.51,1631,4668,"Jul 28, 2007",['Shin-Ei Animation'],1,['Adventure'],['Mythology'],Shounen
1631,Konohana Kitan,TV,7.51,1632,1368,"Oct 4, 2017 to Dec 20, 2017",['Lerche'],12,"['Fantasy', 'Girls Love', 'Slice of Life']","['Anthropomorphic', 'CGDCT', 'Iyashikei', 'Workplace']",Seinen
1632,Kore wa Zombie Desu ka? of the Dead,TV,7.51,1633,517,"Apr 5, 2012 to Jun 7, 2012",['Studio Deen'],10,"['Action', 'Comedy', 'Supernatural', 'Ecchi']",['Harem'],None
1633,Kyoukaisenjou no Horizon II,TV,7.51,1634,2031,"Jul 8, 2012 to Sep 30, 2012",['Sunrise'],13,"['Action', 'Fantasy', 'Sci-Fi']",['None'],None
1634,Magic Knight Rayearth II,TV,7.51,1635,3464,"Apr 10, 1995 to Nov 27, 1995",['TMS Entertainment'],29,"['Adventure', 'Drama', 'Fantasy', 'Romance']","['Isekai', 'Mecha']",Shoujo
1635,"Momoko, Kaeru no Uta ga Kikoeru yo.",Movie,7.51,1636,7856,"Jul 23, 2003",['None'],1,"['Drama', 'Slice of Life']",['School'],None
1636,One Piece: Heart of Gold,Special,7.51,1637,2329,"Jul 16, 2016",['Toei Animation'],1,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy']",['None'],Shounen
1637,Ranma ½: Akumu! Shunmin Kou,OVA,7.51,1638,5037,"Jul 31, 2008","['Sunrise', '            Studio Deen']",1,"['Action', 'Comedy', 'Supernatural']","['Magical Sex Shift', 'Martial Arts']",Shounen
1638,Rikei ga Koi ni Ochita no de Shoumei shitemita. Heart,TV,7.51,1639,1900,"Apr 2, 2022 to ?",['None'],0,"['Comedy', 'Romance']",['None'],None
1639,Shin Tennis no Ouji-sama Specials,Special,7.51,1640,5357,"Apr 20, 2012 to Apr 24, 2013","['Production I.G', '            M.S.C']",7,"['Comedy', 'Sports']",['None'],Shounen
1640,Shiroi Suna no Aquatope,TV,7.51,1641,1322,"Jul 9, 2021 to Dec 17, 2021",['P.A. Works'],24,"['Drama', 'Slice of Life']",['Workplace'],None
1641,Towa no Quon 5: Souzetsu no Raifuku,Movie,7.51,1642,3303,"Nov 5, 2011",['Bones'],1,"['Action', 'Sci-Fi', 'Supernatural']",['Super Power'],None
1642,Wakaokami wa Shougakusei! Movie,Movie,7.51,1643,4667,"Sep 21, 2018","['Madhouse', '            DLE']",1,"['Comedy', 'Slice of Life', 'Supernatural']",['None'],None
1643,Yaoguai Mingdan 2nd Season,ONA,7.51,1644,5998,"Aug 3, 2017 to Dec 28, 2017",['Haoliners Animation League'],21,"['Action', 'Comedy', 'Fantasy', 'Romance']",['None'],None
1644,Zombieland Saga,TV,7.51,1645,422,"Oct 4, 2018 to Dec 20, 2018",['MAPPA'],12,"['Comedy', 'Supernatural']","['Idols (Female)', 'Music']",None
1645,Major 2nd (TV) 2nd Season,TV,7.50,1646,4343,"Apr 4, 2020 to Nov 7, 2020",['OLM'],25,"['Comedy', 'Drama', 'Sports']",['Team Sports'],Shounen
1646,Minami-ke Betsubara,OVA,7.50,1647,3557,"Jun 23, 2009",['asread.'],1,"['Comedy', 'Slice of Life']",['CGDCT'],None
1647,Oban Star-Racers,TV,7.50,1648,2721,"Apr 12, 2006 to Dec 6, 2006",['Hal Film Maker'],26,"['Adventure', 'Sci-Fi']","['Mecha', 'Racing']",Shounen
1648,Ouritsu Uchuugun: Honneamise no Tsubasa,Movie,7.50,1649,2983,"Mar 14, 1987",['Gainax'],1,"['Action', 'Drama', 'Sci-Fi']","['Military', 'Space']",None
1649,Paniponi Dash!: Danjite Okonaeba Kishin mo Kore wo Saku,Special,7.50,1650,5682,"Apr 15, 2009",['Shaft'],1,['Comedy'],"['Gag Humor', 'Parody', 'School']",None
1650,Persona 4 the Animation,TV,7.50,1651,797,"Oct 7, 2011 to Mar 30, 2012",['AIC ASTA'],25,"['Action', 'Adventure', 'Mystery', 'Sci-Fi', 'Supernatural']","['School', 'Super Power']",None
1651,Precure All Stars Movie DX3: Mirai ni Todoke! Sekai wo Tsunagu☆Nijiiro no Hana,Movie,7.50,1652,7047,"Mar 19, 2011",['Toei Animation'],1,"['Action', 'Fantasy']",['Mahou Shoujo'],Shoujo
1652,Saenai Heroine no Sodatekata,TV,7.50,1653,296,"Jan 16, 2015 to Mar 27, 2015",['A-1 Pictures'],12,"['Comedy', 'Romance', 'Ecchi']","['Harem', 'Otaku Culture', 'School']",None
1653,Sarazanmai,TV,7.50,1654,1500,"Apr 12, 2019 to Jun 21, 2019","['MAPPA', '            Lapin Track']",11,"['Action', 'Fantasy', 'Supernatural']",['Anthropomorphic'],None
1654,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai Picture Drama,Special,7.50,1655,2158,"Dec 19, 2018 to May 15, 2019",['CloverWorks'],5,"['Comedy', 'Romance']",['None'],None
1655,Shinchou Yuusha: Kono Yuusha ga Ore Tueee Kuse ni Shinchou Sugiru,TV,7.50,1656,353,"Oct 2, 2019 to Dec 27, 2019",['White Fox'],12,"['Action', 'Adventure', 'Comedy', 'Fantasy']",['Isekai'],None
1656,Shingeki no Kyojin Season 3 Specials,Special,7.50,1657,3630,"Oct 17, 2018 to Sep 18, 2019",['Wit Studio'],7,['Comedy'],['Parody'],Shounen
1657,Sora no Aosa wo Shiru Hito yo,Movie,7.50,1658,1856,"Oct 11, 2019",['CloverWorks'],1,"['Drama', 'Romance', 'Supernatural']","['Music', 'Time Travel']",None
1658,Tanoshii Muumin Ikka Bouken Nikki,TV,7.50,1659,6898,"Oct 10, 1991 to Mar 26, 1992",['Telescreen'],26,"['Adventure', 'Fantasy', 'Slice of Life']",['None'],Kids
1659,Tasogare Otome x Amnesia: Taima Otome,Special,7.50,1660,2104,"Nov 28, 2012",['SILVER LINK.'],1,"['Horror', 'Mystery', 'Romance', 'Supernatural']",['School'],Shounen
1660,Tennis no Ouji-sama: Another Story II - Ano Toki no Bokura,OVA,7.50,1661,5514,"Aug 26, 2011 to Oct 26, 2011",['Production I.G'],4,"['Comedy', 'Sports']",['School'],Shounen
1661,The Perfect World,Music,7.50,1662,5613,"Feb 22, 2018",['Production I.G'],1,['None'],['Music'],None
1662,Yamiyo,Music,7.50,1663,6323,"Jun 24, 2019",['Twin Engine'],1,['None'],['Music'],None
1663,Yawara!,TV,7.50,1664,4372,"Oct 16, 1989 to Sep 21, 1992",['Madhouse'],124,"['Action', 'Comedy', 'Drama', 'Romance', 'Slice of Life', 'Sports']","['Combat Sports', 'Martial Arts']",None
1664,Yoru no Kuni,ONA,7.50,1665,5525,"Apr 16, 2021 to Sep 12, 2021",['Studio Daisy'],3,['Fantasy'],['Iyashikei'],None
1665,Zipang,TV,7.50,1666,4229,"Oct 8, 2004 to Apr 1, 2005",['Studio Deen'],26,"['Action', 'Drama', 'Sci-Fi']","['Historical', 'Military', 'Time Travel']",Seinen
1666,Aharen-san wa Hakarenai,TV,7.49,1667,1172,"Apr 2, 2022 to ?",['Felix Film'],0,['Comedy'],"['Iyashikei', 'School']",Shounen
1667,Air Gear,TV,7.50,1668,570,"Apr 5, 2006 to Sep 27, 2006",['Toei Animation'],25,"['Action', 'Ecchi']",['None'],Shounen
1668,Bleach Movie 3: Fade to Black - Kimi no Na wo Yobu,Movie,7.50,1669,928,"Dec 13, 2008",['Studio Pierrot'],1,"['Action', 'Adventure', 'Fantasy']",['None'],Shounen
1669,Bokura Mada Underground,Music,7.50,1670,8029,"Jan 24, 2019",['Wit Studio'],1,['None'],['Music'],None
1670,Chuunibyou demo Koi ga Shitai!: Kirameki no... Slapstick Noel,Special,7.50,1671,949,"Jun 19, 2013",['Kyoto Animation'],1,"['Comedy', 'Drama', 'Romance', 'Slice of Life']",['School'],None
1671,Demi-chan wa Kataritai: Demi-chan no Natsuyasumi,ONA,7.50,1672,2050,"Jun 29, 2017",['A-1 Pictures'],1,"['Comedy', 'Fantasy']","['School', 'Vampire']",Seinen
1672,Donten ni Warau,TV,7.50,1673,1506,"Oct 4, 2014 to Dec 20, 2014",['Doga Kobo'],12,"['Action', 'Supernatural']",['Historical'],Shoujo
1673,Doupo Cangqiong 2nd Season Specials,ONA,7.50,1674,9141,"Apr 14, 2019 to Apr 28, 2019",['Motion Magic'],3,"['Action', 'Adventure', 'Fantasy']",['Mythology'],None
1674,Gochuumon wa Usagi Desu ka?,TV,7.50,1675,905,"Apr 10, 2014 to Jun 26, 2014",['White Fox'],12,"['Comedy', 'Slice of Life']","['CGDCT', 'Iyashikei', 'Workplace']",None
1675,Grisaia no Kajitsu,TV,7.50,1676,325,"Oct 5, 2014 to Dec 28, 2014",['8bit'],13,"['Drama', 'Romance']","['Harem', 'Psychological', 'School']",None
1676,Gundam Build Divers Re:Rise 2nd Season,ONA,7.50,1677,5757,"Apr 9, 2020 to Aug 27, 2020",['Sunrise Beyond'],13,"['Action', 'Sci-Fi']",['Mecha'],None
1677,Itte.,Music,7.50,1678,9207,"Jun 28, 2017",['None'],1,['None'],['Music'],None
1678,Kamisama no Memochou,TV,7.50,1679,856,"Jul 2, 2011 to Sep 24, 2011",['J.C.Staff'],12,['Mystery'],['None'],None
1679,Kidou Senkan Nadesico,TV,7.50,1680,2668,"Oct 1, 1996 to Mar 25, 1997",['Xebec'],26,"['Action', 'Comedy', 'Romance', 'Sci-Fi']","['Mecha', 'Military', 'Parody', 'Space']",Shounen
1680,Koi wa Ameagari no You ni,TV,7.50,1681,760,"Jan 12, 2018 to Mar 30, 2018",['Wit Studio'],12,"['Drama', 'Romance', 'Slice of Life']",['Workplace'],Seinen
1681,Ling Qi 2,TV,7.50,1682,2943,"Feb 23, 2018 to May 11, 2018",['Haoliners Animation League'],12,"['Action', 'Boys Love', 'Comedy', 'Supernatural']",['None'],None
1682,Little Busters!,TV,7.50,1683,719,"Oct 6, 2012 to Apr 6, 2013",['J.C.Staff'],26,"['Comedy', 'Drama', 'Slice of Life', 'Supernatural']",['School'],None
1683,Luo Xiao Hei Zhan Ji: Zhongsheng Zhi Men,ONA,7.50,1684,12164,"Apr 24, 2021 to Jul 17, 2021",['None'],12,"['Comedy', 'Supernatural']",['None'],None
1684,Madang-eul Naon Amtalg,Movie,7.50,1685,8170,"Jul 28, 2011",['Odolttogi'],1,"['Adventure', 'Drama', 'Fantasy']",['Anthropomorphic'],Kids
1685,Another,TV,7.49,1686,51,"Jan 10, 2012 to Mar 27, 2012",['P.A. Works'],12,"['Horror', 'Mystery', 'Supernatural', 'Suspense']","['Gore', 'School']",None
1686,Bai She: Yuan Qi,Movie,7.49,1687,6561,"Jan 11, 2019",['Light Chaser Animation Studios'],1,"['Adventure', 'Drama', 'Fantasy', 'Romance']","['Historical', 'Martial Arts', 'Mythology']",None
1687,Be-Bop Highschool,OVA,7.49,1688,6590,"Jan 26, 1990 to Oct 1998",['Toei Animation'],7,['Comedy'],"['Delinquents', 'School']",Seinen
1688,Bishoujo Senshi Sailor Moon Eternal Movie 1,Movie,7.49,1689,4010,"Jan 8, 2021","['Toei Animation', '            Studio Deen']",1,['Romance'],"['Mahou Shoujo', 'Mythology']",Shoujo
1689,Detective Conan OVA 04: Conan and Kid and Crystal Mother,OVA,7.49,1690,4558,2004,['TMS Entertainment'],1,"['Adventure', 'Mystery']",['Detective'],Shounen
1690,Doraemon Movie 26: Nobita no Kyouryuu 2006,Movie,7.49,1691,5135,"Mar 4, 2006",['Shin-Ei Animation'],1,"['Adventure', 'Comedy']",['Time Travel'],Kids
1691,Furiko,Special,7.49,1692,4311,"Mar 16, 2012",['None'],1,"['Drama', 'Romance', 'Slice of Life']",['Music'],None
1692,"Haikara-san ga Tooru Movie 1: Benio, Hana no 17-sai",Movie,7.49,1693,4028,"Nov 11, 2017",['Nippon Animation'],1,"['Comedy', 'Romance']",['Historical'],Shoujo
1693,Hanbun no Tsuki ga Noboru Sora,TV,7.49,1694,1786,"Jan 13, 2006 to Feb 24, 2006",['Group TAC'],6,"['Comedy', 'Drama', 'Romance']",['None'],None
1694,Hellsing,TV,7.49,1695,244,"Oct 11, 2001 to Jan 17, 2002",['Gonzo'],13,"['Action', 'Horror', 'Supernatural']","['Adult Cast', 'Gore', 'Vampire']",Seinen
1695,Heppoko Jikken Animation Excel♥Saga,TV,7.49,1696,1722,"Oct 8, 1999 to Mar 31, 2000",['J.C.Staff'],26,"['Comedy', 'Sci-Fi']","['Gag Humor', 'Parody']",Seinen
1696,Hetalia World Series,ONA,7.49,1697,1657,"Mar 26, 2010 to Mar 11, 2011",['Studio Deen'],48,['Comedy'],"['Anthropomorphic', 'Gag Humor', 'Historical', 'Parody']",None
1697,Hetalia: The Beautiful World Specials,Special,7.49,1698,4437,"Apr 24, 2013 to Oct 30, 2013",['Studio Deen'],4,['Comedy'],"['Anthropomorphic', 'Historical', 'Parody']",None
1698,High School DxD New,TV,7.49,1699,163,"Jul 7, 2013 to Sep 22, 2013",['TNK'],12,"['Action', 'Comedy', 'Romance', 'Ecchi']","['Harem', 'Mythology', 'School']",None
1699,Hime-chan no Ribbon,TV,7.49,1700,5995,"Oct 2, 1992 to Dec 3, 1993",['Gallop'],61,"['Comedy', 'Fantasy', 'Romance']",['School'],Shoujo
1700,Hitoribocchi no Marumaru Seikatsu,TV,7.49,1701,1009,"Apr 6, 2019 to Jun 22, 2019",['C2C'],12,"['Comedy', 'Slice of Life']",['School'],Shounen
1701,Kaichou wa Maid-sama!: Omake dayo!,Special,7.49,1702,1485,"May 11, 2011",['J.C.Staff'],1,['Comedy'],['School'],Shoujo
1702,Kaleido Star: Aratanaru Tsubasa - Extra Stage,OVA,7.49,1703,4905,"Sep 24, 2004",['Gonzo'],1,"['Adventure', 'Comedy', 'Drama']",['Performing Arts'],Shoujo
1703,Koukaku Kidoutai Arise: Ghost in the Shell - Border:2 Ghost Whispers,Movie,7.49,1704,2703,"Nov 30, 2013",['Production I.G'],1,['Sci-Fi'],"['Adult Cast', 'Detective', 'Mecha', 'Psychological']",None
1704,"Kumo no Mukou, Yakusoku no Basho",Movie,7.49,1705,974,"Nov 20, 2004",['CoMix Wave Films'],1,"['Drama', 'Romance', 'Sci-Fi']",['Military'],None
1705,Lady Lady!!,TV,7.49,1706,6843,"Oct 21, 1987 to Mar 23, 1988",['Toei Animation'],21,['Drama'],['Historical'],Shoujo
1706,Nanbaka 2,ONA,7.49,1707,1521,"Jan 4, 2017 to Mar 22, 2017",['Satelight'],12,"['Action', 'Comedy', 'Drama']",['None'],None
1707,Owari no Seraph,TV,7.49,1708,88,"Apr 4, 2015 to Jun 20, 2015",['Wit Studio'],12,"['Action', 'Drama', 'Supernatural']","['Military', 'Vampire']",Shounen
1708,Persona 4 the Animation: No One is Alone,Special,7.49,1709,2835,"Aug 22, 2012",['AIC ASTA'],1,"['Adventure', 'Mystery', 'Sci-Fi', 'Supernatural']","['School', 'Super Power']",None
1709,Saint☆Oniisan,OVA,7.49,1710,1906,"Dec 3, 2012 to Aug 23, 2013",['A-1 Pictures'],2,"['Comedy', 'Slice of Life']",['None'],Seinen
1710,Tensei shitara Slime Datta Ken OVA,OVA,7.49,1711,1021,"Jul 9, 2019 to Nov 27, 2020",['8bit'],5,"['Action', 'Adventure', 'Comedy', 'Fantasy']","['Isekai', 'Mythology', 'Reincarnation']",None
1711,Tonari no Kaibutsu-kun,TV,7.49,1712,122,"Oct 2, 2012 to Dec 25, 2012","[""Brain's Base""]",13,"['Comedy', 'Romance', 'Slice of Life']",['School'],Shoujo
1712,Waga Seishun no Arcadia,Movie,7.49,1713,5674,"Jul 28, 1982",['Toei Animation'],1,"['Action', 'Adventure', 'Drama', 'Sci-Fi']","['Adult Cast', 'Space']",None
1713,Zettai Karen Children: The Unlimited - Hyoubu Kyousuke,TV,7.49,1714,1361,"Jan 8, 2013 to Mar 26, 2013",['Manglobe'],12,"['Action', 'Supernatural']",['Super Power'],Shounen
1714,Mieruko-chan,TV,7.48,1715,516,"Oct 3, 2021 to Dec 19, 2021",['Passione'],12,"['Comedy', 'Horror', 'Supernatural']",['School'],None
1715,Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?,TV,7.48,1716,330,"Jan 12, 2013 to Mar 16, 2013",['Diomedéa'],10,"['Action', 'Comedy', 'Fantasy', 'Supernatural']",['Isekai'],None
1716,"One Piece Movie 09: Episode of Chopper Plus - Fuyu ni Saku, Kiseki no Sakura",Movie,7.48,1717,2459,"Mar 1, 2008",['Toei Animation'],1,"['Action', 'Adventure', 'Fantasy']",['None'],Shounen
1717,Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...,TV,7.48,1718,501,"Apr 5, 2020 to Jun 21, 2020",['SILVER LINK.'],12,"['Comedy', 'Drama', 'Fantasy', 'Romance']","['Reincarnation', 'Reverse Harem', 'School']",Shoujo
1718,Psycho-Pass: Sinners of the System Case.2 - First Guardian,Movie,7.48,1719,2058,"Feb 15, 2019",['Production I.G'],1,"['Action', 'Sci-Fi']","['Adult Cast', 'Detective', 'Psychological']",None
1719,Sayonara Zetsubou Sensei Special,Special,7.48,1720,4455,"Jan 31, 2012",['Shaft'],1,"['Comedy', 'Mystery']","['Gag Humor', 'Parody']",Shounen
1720,Shinryaku!? Ika Musume,TV,7.48,1721,1857,"Sep 27, 2011 to Dec 25, 2011",['Diomedéa'],12,"['Comedy', 'Slice of Life']",['None'],Shounen
1721,Shokugeki no Souma: Ni no Sara OVA,OVA,7.48,1722,1287,"May 1, 2017 to Jul 4, 2017",['J.C.Staff'],2,"['Gourmet', 'Ecchi']",['School'],Shounen
1722,Sora no Otoshimono: Forte,TV,7.48,1723,717,"Oct 2, 2010 to Dec 18, 2010",['AIC ASTA'],12,"['Comedy', 'Romance', 'Sci-Fi', 'Supernatural', 'Ecchi']",['Harem'],Shounen
1723,Totsukuni no Shoujo (2022),OVA,7.48,1724,4320,"Mar 10, 2022",['Wit Studio'],1,['Supernatural'],['None'],Shounen
1724,Yozakura Quartet: Hana no Uta,TV,7.48,1725,1523,"Oct 6, 2013 to Dec 29, 2013",['Tatsunoko Production'],13,"['Action', 'Comedy', 'Supernatural']",['Super Power'],Shounen
1725,Yozakura Quartet: Tsuki ni Naku,OVA,7.48,1726,3636,"Oct 9, 2013 to Nov 7, 2014",['Tatsunoko Production'],3,"['Action', 'Comedy', 'Supernatural']",['Super Power'],Shounen
1726,Yu☆Gi☆Oh! The Dark Side of Dimensions,Movie,7.48,1727,2240,"Apr 23, 2016",['Gallop'],1,['Adventure'],['Strategy Game'],Shounen
1727,Acchi Kocchi,TV,7.48,1728,654,"Apr 6, 2012 to Jun 29, 2012",['AIC'],12,"['Comedy', 'Romance', 'Slice of Life']","['Gag Humor', 'Iyashikei', 'School']",None
1728,Aikatsu! Movie,Movie,7.48,1729,6322,"Dec 13, 2014",['Sunrise'],1,['Slice of Life'],"['Idols (Female)', 'Music', 'School']",Shoujo
1729,Amagi Brilliant Park,TV,7.48,1730,288,"Oct 7, 2014 to Dec 26, 2014",['Kyoto Animation'],13,"['Comedy', 'Drama', 'Fantasy']",['Workplace'],None
1730,Ani ni Tsukeru Kusuri wa Nai!,TV,7.48,1731,1975,"Apr 7, 2017 to Jun 23, 2017","['Fanworks', '            Imagineer']",12,"['Comedy', 'Slice of Life']",['School'],None
1731,Bobobo-bo Bo-bobo,TV,7.48,1732,1943,"Nov 8, 2003 to Sep 30, 2005",['Toei Animation'],76,"['Adventure', 'Comedy', 'Sci-Fi']",['Gag Humor'],Shounen
1732,Charlotte: Tsuyoimono-tachi,Special,7.48,1733,1184,"Mar 30, 2016",['P.A. Works'],1,['Drama'],"['School', 'Super Power']",None
1733,Code Geass: Boukoku no Akito 2 - Hikisakareshi Yokuryuu,Movie,7.48,1734,1432,"Sep 14, 2013",['Sunrise'],1,['Action'],"['Mecha', 'Military']",None
1734,Detective Conan Magic File 4: Osaka Okonomiyaki Odyssey,OVA,7.48,1735,5363,"Apr 17, 2010",['None'],1,"['Comedy', 'Mystery']",['Detective'],Shounen
1735,Fairy Tail OVA,OVA,7.48,1736,1217,"Apr 15, 2011 to Jun 17, 2013","['Satelight', '            A-1 Pictures']",5,"['Comedy', 'Fantasy', 'Ecchi']",['None'],Shounen
1736,Fullmetal Alchemist: Brotherhood - 4-Koma Theater,Special,7.48,1737,2477,"Aug 26, 2009 to Nov 24, 2010",['Bones'],16,"['Comedy', 'Fantasy']",['Parody'],None
1737,Hetalia World Series Specials,Special,7.48,1738,3909,"Mar 25, 2011 to Sep 24, 2012",['Studio Deen'],4,['Comedy'],"['Historical', 'Parody']",None
1738,Hokuto no Ken Zero: Kenshirou Den,Movie,7.48,1739,5470,"Oct 11, 2008",['TMS Entertainment'],1,['None'],['Martial Arts'],None
1739,Hoozuki no Reitetsu 2nd Season OVA,OVA,7.48,1740,7459,"Sep 20, 2019 to Sep 1, 2020",['Pine Jam'],3,"['Comedy', 'Fantasy', 'Supernatural']",['Mythology'],Seinen
1740,Itsudatte Bokura no Koi wa 10 cm Datta.,TV,7.48,1741,992,"Nov 25, 2017 to Dec 30, 2017",['Lay-duce'],6,"['Comedy', 'Drama', 'Romance']","['School', 'Visual Arts']",None
